order_id,customer_id,sales_rep_id,order_date,order_status
149,31,8,2026-12-27,Delivered
150,32,7,2025-02-25,Delivered
151,5,1,2026-05-18,Delivered
152,30,8,2026-04-26,Delivered
153,17,5,2025-02-22,Delivered
154,21,4,2025-03-08,Delivered
155,2,1,2026-12-04,Processing
156,3,1,2025-11-08,Delivered
157,34,7,2026-03-03,Delivered
158,29,8,2026-01-25,Delivered
159,57,12,2026-08-26,Delivered
160,34,7,2025-03-03,Delivered
161,34,8,2025-08-01,Delivered
162,16,6,2025-06-10,Delivered
163,21,6,2025-01-03,Delivered
164,2,2,2025-10-26,Delivered
165,51,11,2026-12-21,Shipped
166,49,11,2025-09-28,Delivered
167,15,4,2026-07-12,Delivered
168,3,1,2025-05-26,Delivered
169,43,10,2026-09-02,Delivered
170,42,10,2026-04-25,Delivered
171,32,8,2026-05-28,Delivered
172,51,11,2025-02-10,Delivered
173,3,3,2025-01-27,Delivered
174,33,7,2026-08-13,Cancelled
175,50,11,2026-11-20,Delivered
176,30,8,2025-06-29,Delivered
177,57,12,2025-07-05,Delivered
178,57,12,2026-05-19,Delivered
179,18,4,2025-12-08,Delivered
180,21,5,2025-12-04,Delivered
181,50,11,2026-02-15,Delivered
182,17,4,2025-11-19,Cancelled
183,51,11,2026-02-18,Delivered
184,29,7,2026-07-10,Delivered
185,34,8,2026-01-06,Delivered
186,7,3,2025-02-22,Delivered
187,29,8,2025-10-22,Delivered
188,34,7,2026-10-08,Delivered
189,32,8,2025-11-15,Delivered
190,29,7,2025-04-27,Delivered
191,31,8,2025-06-07,Delivered
192,29,8,2025-10-07,Cancelled
193,29,7,2025-09-07,Delivered
194,31,7,2026-09-06,Delivered
195,49,11,2025-10-10,Delivered
196,17,4,2026-06-04,Delivered
197,51,11,2025-11-02,Delivered
198,32,8,2026-04-03,Delivered
199,20,5,2026-07-11,Delivered
200,16,5,2026-12-16,Delivered
201,2,3,2026-02-25,Delivered
202,20,6,2026-01-26,Delivered
203,57,12,2026-10-30,Cancelled
204,31,8,2025-05-10,Delivered
205,4,2,2026-03-27,Delivered
206,29,7,2025-05-28,Delivered
207,19,6,2025-09-29,Delivered
208,51,11,2025-03-24,Cancelled
209,43,10,2026-10-04,Shipped
210,34,7,2025-02-06,Delivered
211,57,12,2025-10-22,Delivered
212,44,9,2025-04-11,Delivered
213,18,4,2026-12-12,Delivered
214,18,5,2025-02-27,Delivered
215,32,7,2025-09-08,Delivered
216,34,8,2025-03-22,Delivered
217,31,7,2025-09-04,Delivered
218,17,5,2026-10-16,Delivered
219,55,12,2026-04-22,Delivered
220,57,12,2025-12-20,Delivered
221,42,10,2026-03-11,Delivered
222,57,12,2025-07-23,Delivered
223,32,8,2026-01-26,Cancelled
224,2,3,2025-10-30,Delivered
225,32,7,2025-01-09,Delivered
226,50,11,2026-05-24,Delivered
227,34,8,2025-08-24,Delivered
228,34,7,2025-07-14,Delivered
229,41,10,2026-10-05,Delivered
230,33,7,2025-02-04,Delivered
231,19,5,2025-10-30,Delivered
232,49,11,2025-05-16,Delivered
233,50,11,2025-10-07,Delivered
234,57,12,2026-05-09,Delivered
235,50,11,2025-12-13,Cancelled
236,43,9,2025-05-25,Delivered
237,57,12,2026-11-22,Delivered
238,1,3,2026-02-09,Delivered
239,41,10,2026-01-13,Delivered
240,56,12,2026-10-16,Delivered
241,2,3,2026-04-28,Delivered
242,15,4,2026-09-17,Delivered
243,55,12,2026-04-21,Delivered
244,6,1,2025-04-30,Delivered
245,5,1,2026-05-20,Delivered
246,21,5,2025-05-19,Delivered
247,56,12,2026-12-15,Shipped
248,51,11,2025-06-08,Delivered
249,29,8,2026-09-23,Delivered
250,7,2,2026-01-15,Cancelled
251,4,3,2026-01-07,Delivered
252,20,5,2026-10-23,Delivered
253,56,12,2025-05-06,Delivered
254,34,7,2025-08-06,Delivered
255,16,4,2025-12-08,Delivered
256,3,3,2025-07-30,Delivered
257,50,11,2025-08-10,Delivered
258,49,11,2025-06-01,Delivered
259,57,12,2025-05-29,Delivered
260,41,9,2025-04-23,Delivered
261,49,11,2026-01-02,Delivered
262,7,1,2025-01-17,Delivered
263,31,7,2026-03-08,Delivered
264,31,7,2026-01-06,Delivered
265,56,12,2025-08-15,Delivered
266,31,8,2026-11-06,Delivered
267,3,2,2025-02-01,Delivered
268,42,10,2026-03-13,Delivered
269,3,1,2026-03-31,Delivered
270,3,2,2025-06-01,Delivered
271,32,8,2026-08-23,Delivered
272,32,8,2026-09-04,Delivered
273,4,3,2026-03-17,Delivered
274,41,9,2026-11-02,Delivered
275,29,8,2025-08-22,Delivered
276,19,5,2025-04-08,Delivered
277,56,12,2026-01-19,Delivered
278,4,1,2025-03-29,Delivered
279,50,11,2026-01-17,Delivered
280,32,7,2026-07-30,Delivered
281,56,12,2026-11-13,Shipped
282,57,12,2025-02-22,Delivered
283,31,7,2026-08-15,Delivered
284,51,11,2025-08-18,Delivered
285,5,2,2026-01-12,Delivered
286,51,11,2026-03-16,Delivered
287,50,11,2026-11-05,Delivered
288,43,10,2025-10-07,Delivered
289,1,1,2025-12-26,Delivered
290,3,3,2026-02-15,Delivered
291,3,3,2025-02-01,Delivered
292,29,7,2026-03-06,Delivered
293,49,11,2025-11-29,Delivered
294,6,3,2025-06-09,Delivered
295,18,6,2025-03-25,Delivered
296,29,8,2026-09-14,Delivered
297,5,2,2026-06-09,Delivered
298,42,10,2026-11-26,Delivered
299,2,2,2025-11-12,Cancelled
300,1,2,2025-02-26,Delivered
301,44,10,2025-05-21,Delivered
302,30,8,2025-01-08,Delivered
303,31,7,2026-01-25,Delivered
304,50,11,2026-11-16,Delivered
305,29,8,2025-02-13,Delivered
306,33,8,2025-11-17,Delivered
307,18,5,2026-03-04,Delivered
308,7,3,2025-11-29,Delivered
309,55,12,2026-12-08,Delivered
310,17,6,2025-04-19,Delivered
311,21,5,2025-03-22,Delivered
312,19,4,2025-08-15,Delivered
313,5,3,2026-10-11,Delivered
314,19,6,2025-12-24,Delivered
315,4,2,2025-08-30,Delivered
316,6,3,2026-09-09,Delivered
317,31,8,2026-10-06,Delivered
318,34,8,2026-08-02,Delivered
319,19,5,2026-10-05,Delivered
320,34,8,2026-03-29,Delivered
321,30,8,2025-12-27,Delivered
322,3,2,2025-02-08,Delivered
323,34,8,2025-04-03,Delivered
324,56,12,2026-07-22,Delivered
325,41,10,2026-08-09,Delivered
326,6,1,2026-05-29,Delivered
327,57,12,2025-12-18,Delivered
328,2,3,2025-06-26,Delivered
329,31,7,2026-03-26,Delivered
330,21,5,2025-10-17,Delivered
331,49,11,2025-02-23,Delivered
332,32,8,2025-04-07,Delivered
333,56,12,2026-11-04,Delivered
334,42,10,2026-08-20,Delivered
335,43,10,2026-11-03,Delivered
336,56,12,2026-12-27,Shipped
337,49,11,2026-10-21,Delivered
338,55,12,2026-12-03,Shipped
339,31,7,2026-03-10,Delivered
340,56,12,2025-07-04,Delivered
341,7,1,2026-05-13,Delivered
342,51,11,2025-10-30,Delivered
343,50,11,2026-07-07,Delivered
344,5,2,2026-09-25,Delivered
345,50,11,2025-07-05,Delivered
346,21,6,2025-02-14,Delivered
347,34,8,2026-03-31,Delivered
348,19,5,2025-09-02,Delivered
349,20,6,2025-07-18,Cancelled
350,44,10,2026-04-18,Delivered
351,56,12,2026-03-05,Delivered
352,51,11,2025-05-22,Delivered
353,32,7,2026-01-16,Delivered
354,51,11,2026-06-13,Delivered
355,18,6,2025-06-14,Delivered
356,4,1,2026-03-24,Delivered
357,56,12,2025-12-24,Delivered
358,20,5,2026-05-30,Cancelled
359,7,2,2026-01-19,Delivered
360,19,4,2026-10-28,Delivered
361,55,12,2025-10-21,Delivered
362,43,10,2025-05-23,Delivered
363,55,12,2025-01-06,Delivered
364,32,8,2025-06-03,Delivered
365,17,4,2025-10-23,Delivered
366,34,8,2026-03-06,Delivered
367,33,7,2026-05-27,Delivered
368,16,4,2026-08-12,Delivered
369,34,7,2025-01-02,Delivered
370,41,9,2025-07-11,Delivered
371,3,3,2026-01-05,Delivered
372,32,8,2026-06-04,Delivered
373,34,8,2025-02-14,Delivered
374,19,4,2025-01-17,Delivered
375,34,8,2026-11-04,Delivered
376,32,7,2025-12-27,Delivered
377,29,8,2026-12-03,Shipped
378,3,2,2025-05-19,Delivered
379,2,1,2025-07-26,Delivered
380,56,12,2025-11-20,Cancelled
381,30,7,2026-07-11,Delivered
382,18,4,2025-07-15,Delivered
383,17,5,2025-12-06,Delivered
384,43,10,2026-02-14,Delivered
385,30,8,2025-07-11,Delivered
386,17,4,2026-06-16,Delivered
387,29,7,2025-03-22,Delivered
388,4,2,2025-11-25,Delivered
389,29,8,2025-11-10,Delivered
390,20,4,2026-03-31,Delivered
391,34,8,2025-12-28,Delivered
392,3,3,2025-02-28,Delivered
393,49,11,2026-06-10,Cancelled
394,51,11,2025-05-27,Delivered
395,16,6,2025-03-10,Delivered
396,56,12,2026-01-28,Delivered
397,29,8,2026-11-27,Delivered
398,33,8,2025-03-20,Delivered
399,18,4,2026-10-28,Delivered
400,31,8,2025-07-10,Delivered
401,17,5,2025-05-01,Delivered
402,57,12,2025-08-08,Delivered
403,7,1,2026-05-18,Delivered
404,7,3,2026-04-08,Delivered
405,50,11,2025-03-31,Delivered
406,3,3,2026-12-28,Delivered
407,51,11,2025-11-04,Delivered
408,15,4,2026-06-05,Delivered
409,49,11,2025-08-31,Delivered
410,20,6,2026-08-10,Delivered
411,3,2,2025-03-30,Cancelled
412,31,8,2026-05-06,Delivered
413,5,2,2025-03-17,Delivered
414,30,8,2026-04-06,Delivered
415,34,7,2026-07-19,Delivered
416,29,7,2025-05-13,Delivered
417,6,1,2026-06-15,Delivered
418,15,6,2026-12-28,Processing
419,17,6,2025-03-22,Cancelled
420,5,2,2025-10-09,Delivered
421,31,7,2025-04-06,Delivered
422,6,3,2026-08-18,Delivered
423,19,6,2026-09-12,Delivered
424,3,3,2025-01-30,Delivered
425,41,10,2025-09-29,Delivered
426,30,8,2025-02-01,Delivered
427,30,8,2025-11-06,Delivered
428,42,9,2025-03-16,Delivered
429,29,8,2026-05-11,Delivered
430,51,11,2025-11-17,Delivered
431,57,12,2025-12-20,Delivered
432,32,8,2026-06-12,Delivered
433,18,4,2025-05-06,Delivered
434,18,5,2025-02-21,Delivered
435,17,4,2026-03-05,Delivered
436,43,9,2026-08-15,Delivered
437,57,12,2026-05-26,Delivered
438,31,7,2025-11-12,Delivered
439,29,7,2026-06-02,Delivered
440,2,2,2025-12-28,Delivered
441,42,10,2026-11-01,Delivered
442,29,8,2025-04-21,Delivered
443,20,5,2026-02-17,Delivered
444,7,3,2026-07-30,Delivered
445,30,8,2026-01-31,Delivered
446,42,9,2026-10-01,Delivered
447,21,5,2025-04-10,Delivered
448,43,9,2026-01-10,Delivered
449,30,7,2026-02-16,Delivered
450,49,11,2025-12-08,Delivered
451,6,3,2026-06-12,Delivered
452,57,12,2026-02-07,Delivered
453,50,11,2026-06-04,Delivered
454,30,7,2025-11-03,Delivered
455,5,2,2026-11-21,Delivered
456,34,8,2026-12-06,Delivered
457,49,11,2026-11-03,Delivered
458,30,8,2026-08-21,Delivered
459,16,6,2026-11-29,Shipped
460,7,2,2025-04-23,Delivered
461,29,7,2025-06-05,Delivered
462,55,12,2026-09-19,Delivered
463,7,2,2026-06-16,Cancelled
464,31,8,2026-05-05,Cancelled
465,55,12,2026-04-16,Delivered
466,49,11,2026-11-24,Delivered
467,56,12,2025-07-16,Delivered
468,56,12,2025-08-19,Delivered
469,7,3,2026-12-23,Delivered
470,20,6,2026-05-07,Delivered
471,33,8,2025-05-05,Delivered
472,50,11,2026-02-09,Delivered
473,56,12,2025-10-22,Delivered
474,41,10,2026-03-29,Delivered
475,17,6,2026-07-06,Delivered
476,5,3,2025-05-21,Delivered
477,3,3,2025-09-06,Delivered
478,3,2,2025-08-27,Delivered
479,4,1,2026-04-29,Delivered
480,57,12,2026-07-18,Delivered
481,30,7,2026-05-03,Delivered
482,19,6,2025-10-22,Delivered
483,34,7,2025-04-02,Delivered
484,55,12,2025-02-08,Delivered
485,56,12,2025-06-30,Cancelled
486,49,11,2026-02-11,Delivered
487,51,11,2025-10-24,Delivered
488,5,2,2026-09-10,Delivered
489,32,8,2026-10-19,Shipped
490,51,11,2025-05-18,Delivered
491,19,6,2025-04-26,Delivered
492,43,9,2025-09-21,Delivered
493,33,7,2025-10-30,Delivered
494,55,12,2026-10-17,Delivered
495,21,4,2025-03-30,Delivered
496,30,7,2025-05-24,Delivered
497,15,5,2026-01-28,Cancelled
498,33,7,2025-11-06,Delivered
499,42,9,2026-01-04,Delivered
500,19,5,2026-04-22,Delivered
501,49,11,2026-12-22,Shipped
502,20,4,2025-10-30,Delivered
503,30,8,2025-05-17,Delivered
504,20,6,2026-09-13,Delivered
505,44,9,2026-04-28,Delivered
506,44,9,2026-11-28,Delivered
507,42,9,2026-06-25,Delivered
508,3,3,2025-04-25,Delivered
509,33,7,2025-07-27,Delivered
510,29,7,2026-06-17,Delivered
511,4,3,2026-05-16,Delivered
512,29,8,2025-02-26,Delivered
513,32,8,2025-03-01,Delivered
514,17,4,2026-02-10,Delivered
515,3,2,2026-08-16,Delivered
516,32,7,2025-03-07,Delivered
517,57,12,2025-03-12,Delivered
518,7,1,2026-02-23,Delivered
519,56,12,2026-10-24,Cancelled
520,29,8,2026-01-27,Delivered
521,56,12,2026-12-01,Shipped
522,5,3,2025-12-23,Delivered
523,43,9,2025-05-11,Delivered
524,57,12,2025-01-24,Delivered
525,29,8,2026-07-12,Delivered
526,29,7,2025-09-11,Delivered
527,2,3,2025-04-26,Delivered
528,16,4,2025-01-17,Delivered
529,29,7,2025-02-04,Delivered
530,21,4,2025-02-15,Delivered
531,5,2,2025-02-27,Delivered
532,19,6,2026-08-13,Delivered
533,16,4,2025-11-25,Cancelled
534,15,5,2026-06-18,Delivered
535,56,12,2026-07-25,Delivered
536,32,7,2026-03-14,Cancelled
537,42,10,2026-10-21,Delivered
538,6,2,2026-02-23,Delivered
539,30,7,2026-07-05,Delivered
540,6,2,2026-12-26,Processing
541,21,5,2026-07-30,Delivered
542,21,5,2025-05-18,Delivered
543,3,2,2026-10-25,Delivered
544,32,7,2025-04-05,Delivered
545,42,9,2026-01-22,Delivered
546,49,11,2025-07-12,Delivered
547,18,4,2025-12-07,Delivered
548,56,12,2025-07-14,Delivered
549,55,12,2026-05-06,Delivered
550,32,8,2025-09-03,Delivered
551,34,8,2026-07-01,Delivered
552,51,11,2026-06-10,Delivered
553,44,10,2026-04-26,Delivered
554,18,4,2026-01-15,Delivered
555,43,9,2025-08-15,Delivered
556,33,8,2026-08-22,Delivered
557,19,5,2025-07-20,Delivered
558,31,8,2025-09-09,Delivered
559,56,12,2026-05-16,Delivered
560,6,3,2025-12-27,Delivered
561,55,12,2025-07-08,Delivered
562,56,12,2025-03-18,Delivered
563,5,3,2026-02-27,Delivered
564,6,1,2026-12-26,Shipped
565,3,3,2026-01-18,Delivered
566,55,12,2026-09-24,Delivered
567,32,7,2026-06-29,Delivered
568,32,8,2025-10-09,Delivered
569,42,9,2026-12-16,Delivered
570,31,7,2025-04-09,Delivered
571,17,5,2026-06-24,Delivered
572,3,2,2026-02-11,Delivered
573,57,12,2025-09-07,Delivered
574,34,7,2025-03-24,Delivered
575,20,5,2026-01-24,Delivered
576,42,9,2025-01-10,Delivered
577,34,8,2026-03-21,Delivered
578,51,11,2025-04-08,Delivered
579,51,11,2026-12-10,Delivered
580,42,10,2025-03-18,Delivered
581,41,9,2026-08-01,Delivered
582,2,1,2025-11-19,Delivered
583,50,11,2026-12-31,Delivered
584,16,5,2026-08-01,Delivered
585,19,6,2026-07-08,Delivered
586,43,10,2026-12-07,Delivered
587,16,4,2026-03-24,Delivered
588,56,12,2026-09-21,Cancelled
589,2,2,2025-12-01,Delivered
590,31,8,2026-04-07,Delivered
591,21,6,2026-01-20,Delivered
592,3,3,2026-01-25,Delivered
593,43,9,2025-09-10,Delivered
594,43,9,2026-01-25,Delivered
595,20,4,2025-11-21,Delivered
596,29,8,2025-11-12,Delivered
597,7,2,2025-03-31,Delivered
598,21,4,2026-06-09,Delivered
599,4,3,2026-07-22,Delivered
600,1,2,2026-01-30,Delivered
601,43,9,2025-03-28,Delivered
602,42,9,2025-06-23,Delivered
603,17,4,2025-11-05,Delivered
604,18,5,2026-03-22,Delivered
605,20,4,2025-03-20,Delivered
606,33,7,2026-05-23,Delivered
607,18,5,2025-05-19,Delivered
608,21,5,2026-09-28,Delivered
609,50,11,2026-03-17,Delivered
610,56,12,2026-09-10,Delivered
611,56,12,2025-07-01,Delivered
612,34,7,2026-12-13,Delivered
613,50,11,2025-10-15,Delivered
614,7,3,2026-08-01,Delivered
615,2,3,2026-07-18,Delivered
616,7,2,2026-12-27,Processing
617,50,11,2025-03-12,Delivered
618,34,7,2025-05-23,Delivered
619,43,10,2025-06-07,Delivered
620,30,8,2026-09-05,Delivered
621,21,4,2026-12-10,Processing
622,42,9,2026-01-04,Delivered
623,41,10,2025-09-12,Delivered
624,2,3,2026-09-20,Delivered
625,56,12,2026-02-14,Cancelled
626,5,1,2026-03-17,Delivered
627,43,9,2026-06-07,Delivered
628,29,7,2026-02-05,Delivered
629,29,8,2025-01-26,Delivered
630,5,3,2025-03-29,Delivered
631,19,4,2025-11-16,Delivered
632,29,8,2025-12-23,Delivered
633,19,5,2026-04-09,Delivered
634,5,2,2026-12-29,Shipped
635,50,11,2026-11-25,Delivered
636,6,3,2026-07-20,Delivered
637,16,5,2026-04-19,Delivered
638,34,8,2025-07-10,Delivered
639,51,11,2026-09-21,Delivered
640,1,1,2026-02-03,Delivered
641,50,11,2026-12-22,Shipped
642,7,2,2026-07-04,Delivered
643,17,5,2025-04-27,Delivered
644,19,5,2026-10-17,Delivered
645,5,2,2026-08-25,Delivered
646,7,3,2026-09-25,Delivered
647,55,12,2025-11-01,Delivered
648,5,2,2025-11-17,Delivered
649,42,10,2026-01-18,Delivered
650,33,8,2025-05-22,Delivered
651,32,7,2026-10-13,Delivered
652,18,4,2026-05-17,Delivered
653,34,8,2026-04-07,Cancelled
654,6,2,2026-05-12,Cancelled
655,34,8,2026-06-02,Delivered
656,43,10,2026-03-02,Delivered
657,32,7,2025-03-26,Delivered
658,16,5,2025-10-09,Delivered
659,33,8,2026-04-14,Delivered
660,33,8,2025-04-26,Delivered
661,31,7,2026-01-11,Delivered
662,32,8,2026-03-28,Delivered
663,44,10,2026-11-01,Shipped
664,29,8,2025-02-03,Delivered
665,29,7,2025-03-31,Delivered
666,7,3,2025-08-31,Delivered
667,51,11,2025-12-26,Delivered
668,49,11,2025-05-23,Delivered
669,20,5,2026-08-07,Delivered
670,19,6,2025-06-22,Delivered
671,17,6,2026-08-10,Cancelled
672,50,11,2026-11-27,Cancelled
673,55,12,2026-02-26,Delivered
674,42,9,2025-05-10,Delivered
675,18,4,2026-12-30,Processing
676,21,4,2026-11-24,Delivered
677,34,8,2025-10-03,Delivered
678,49,11,2026-10-11,Delivered
679,43,10,2025-10-12,Delivered
680,19,4,2026-05-15,Delivered
681,43,10,2025-04-06,Delivered
682,19,4,2026-12-16,Processing
683,7,2,2026-02-12,Delivered
684,18,5,2026-05-22,Delivered
685,5,2,2026-08-15,Delivered
686,49,11,2026-11-30,Delivered
687,2,1,2026-04-16,Delivered
688,57,12,2025-01-01,Delivered
689,55,12,2026-12-07,Delivered
690,4,2,2025-10-08,Delivered
691,41,9,2026-01-16,Delivered
692,18,6,2026-10-03,Delivered
693,34,7,2026-03-16,Delivered
694,3,3,2026-05-04,Delivered
695,29,7,2026-11-28,Delivered
696,57,12,2025-05-04,Delivered
697,3,2,2026-05-05,Delivered
698,5,2,2025-04-15,Delivered
699,21,4,2025-05-21,Delivered
700,6,3,2026-11-25,Delivered
701,41,10,2026-09-17,Delivered
702,34,7,2025-08-07,Delivered
703,42,9,2026-09-23,Delivered
704,6,1,2025-04-13,Delivered
705,19,5,2026-01-29,Delivered
706,17,6,2025-05-24,Delivered
707,34,8,2026-07-21,Delivered
708,2,3,2026-12-09,Processing
709,31,7,2025-07-30,Delivered
710,41,9,2025-10-30,Delivered
711,17,6,2025-04-26,Delivered
712,51,11,2026-06-25,Cancelled
713,5,3,2025-11-21,Delivered
714,42,10,2026-07-14,Cancelled
715,2,1,2025-03-16,Delivered
716,2,1,2025-08-09,Delivered
717,30,8,2026-02-12,Delivered
718,3,3,2026-02-16,Delivered
719,18,5,2025-06-06,Delivered
720,57,12,2025-07-28,Delivered
721,33,7,2026-02-05,Delivered
722,43,9,2026-03-24,Delivered
723,55,12,2025-03-30,Delivered
724,3,3,2026-09-16,Delivered
725,5,3,2025-06-29,Delivered
726,6,2,2025-01-12,Delivered
727,7,1,2025-09-23,Delivered
728,43,9,2025-10-03,Delivered
729,19,5,2025-01-31,Delivered
730,17,6,2025-03-07,Delivered
731,29,8,2026-05-24,Delivered
732,7,1,2026-08-04,Delivered
733,51,11,2025-04-16,Delivered
734,1,1,2026-06-06,Delivered
735,20,4,2026-04-29,Delivered
736,32,8,2025-02-06,Delivered
737,29,8,2025-09-12,Delivered
738,33,7,2025-03-21,Delivered
739,7,3,2025-02-23,Cancelled
740,3,2,2026-02-15,Delivered
741,19,6,2025-11-15,Delivered
742,7,3,2026-01-13,Delivered
743,17,5,2026-09-30,Delivered
744,57,12,2026-05-21,Delivered
745,43,9,2026-07-14,Delivered
746,2,3,2026-02-24,Delivered
747,51,11,2026-12-12,Delivered
748,20,6,2026-11-05,Delivered
749,7,1,2025-04-17,Delivered
750,57,12,2025-03-03,Delivered
751,2,1,2025-04-06,Delivered
752,29,8,2026-06-17,Delivered
753,33,7,2025-03-28,Delivered
754,3,3,2026-02-08,Delivered
755,56,12,2026-11-10,Delivered
756,55,12,2025-11-19,Delivered
757,18,5,2025-12-01,Delivered
758,5,3,2025-07-27,Delivered
759,7,2,2025-04-19,Delivered
760,32,7,2025-05-04,Delivered
761,18,4,2026-04-20,Delivered
762,18,6,2026-12-04,Shipped
763,7,2,2025-02-11,Delivered
764,16,5,2026-12-30,Delivered
765,42,10,2025-02-20,Delivered
766,2,2,2025-06-28,Delivered
767,43,9,2026-07-24,Delivered
768,49,11,2025-04-15,Delivered
769,50,11,2025-03-05,Delivered
770,20,6,2026-02-15,Delivered
771,33,8,2025-03-28,Delivered
772,2,1,2025-03-18,Delivered
773,29,7,2026-10-24,Delivered
