order_item_id,order_id,order_date,product_id,product_name,product_category,production_lead_days,quantity,unit_price,order_item_value,customer_name,customer_type,country,region_name
"2919","1484","2026-03-22","9","SkyFrame Structural Support Panel","Aircraft Components","40","1","23501.62","23501.62","NorthStar Air Systems","Airline","United States","North America"
"3198","1622","2025-06-09","11","FlightCore Control Surface Actuator","Aircraft Components","50","6","36245.34","217472.04","NorthStar Air Systems","Airline","United States","North America"
"3199","1622","2025-06-09","9","SkyFrame Structural Support Panel","Aircraft Components","40","4","23842.21","95368.84","NorthStar Air Systems","Airline","United States","North America"
"18","8","2026-05-16","11","FlightCore Control Surface Actuator","Aircraft Components","50","3","35174.26","105522.78","BlueHorizon Airlines","Airline","United States","North America"
"30","16","2025-12-13","20","NexaVolt Power Control Unit","Electrical Systems","35","2","28755.44","57510.88","BlueHorizon Airlines","Airline","United States","North America"
"31","16","2025-12-13","8","NexaGear Landing Gear Actuator","Aircraft Components","70","5","68280.34","341401.70","BlueHorizon Airlines","Airline","United States","North America"
"32","16","2025-12-13","16","PowerFlow Combustion Liner","Engine Components","95","2","133156.38","266312.76","BlueHorizon Airlines","Airline","United States","North America"
"142","71","2025-09-29","4","AeroSense Air Data Computer","Avionics Systems","40","3","38612.78","115838.34","BlueHorizon Airlines","Airline","United States","North America"
"143","71","2025-09-29","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","5","29224.93","146124.65","BlueHorizon Airlines","Airline","United States","North America"
"144","71","2025-09-29","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","1","41107.88","41107.88","BlueHorizon Airlines","Airline","United States","North America"
"175","86","2025-05-31","26","AeroCabin LED Lighting System","Cabin Systems","20","21","6126.63","128659.23","BlueHorizon Airlines","Airline","United States","North America"
"228","114","2026-07-07","28","FlightPanel Interior Control Module","Cabin Systems","25","19","7675.21","145828.99","BlueHorizon Airlines","Airline","United States","North America"
"229","114","2026-07-07","14","AeroThrust Fuel Control Unit","Engine Components","85","3","116799.44","350398.32","BlueHorizon Airlines","Airline","United States","North America"
"309","155","2026-12-04","21","SkyWire Electrical Harness System","Electrical Systems","25","2","15123.08","30246.16","BlueHorizon Airlines","Airline","United States","North America"
"329","164","2025-10-26","21","SkyWire Electrical Harness System","Electrical Systems","25","9","15317.01","137853.09","BlueHorizon Airlines","Airline","United States","North America"
"330","164","2025-10-26","11","FlightCore Control Surface Actuator","Aircraft Components","50","1","36950.83","36950.83","BlueHorizon Airlines","Airline","United States","North America"
"331","164","2025-10-26","30","NexaSound Cabin Communication Panel","Cabin Systems","30","28","14741.54","412763.12","BlueHorizon Airlines","Airline","United States","North America"
"412","201","2026-02-25","11","FlightCore Control Surface Actuator","Aircraft Components","50","4","35580.74","142322.96","BlueHorizon Airlines","Airline","United States","North America"
"413","201","2026-02-25","15","NexaTurbine Nozzle Assembly","Engine Components","110","3","177088.47","531265.41","BlueHorizon Airlines","Airline","United States","North America"
"453","224","2025-10-30","19","AeroPower Distribution Panel","Electrical Systems","40","8","31046.57","248372.56","BlueHorizon Airlines","Airline","United States","North America"
"487","241","2026-04-28","26","AeroCabin LED Lighting System","Cabin Systems","20","10","6168.45","61684.50","BlueHorizon Airlines","Airline","United States","North America"
"604","299","2025-11-12","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","28915.87","86747.61","BlueHorizon Airlines","Airline","United States","North America"
"605","299","2025-11-12","11","FlightCore Control Surface Actuator","Aircraft Components","50","4","35361.91","141447.64","BlueHorizon Airlines","Airline","United States","North America"
"658","328","2025-06-26","16","PowerFlow Combustion Liner","Engine Components","95","2","133279.75","266559.50","BlueHorizon Airlines","Airline","United States","North America"
"659","328","2025-06-26","5","FlightGuard Terrain Awareness System","Avionics Systems","55","2","71322.49","142644.98","BlueHorizon Airlines","Airline","United States","North America"
"765","379","2025-07-26","15","NexaTurbine Nozzle Assembly","Engine Components","110","1","177737.46","177737.46","BlueHorizon Airlines","Airline","United States","North America"
"884","440","2025-12-28","1","AeroNav Flight Management Unit","Avionics Systems","60","1","87170.71","87170.71","BlueHorizon Airlines","Airline","United States","North America"
"885","440","2025-12-28","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","28438.39","85315.17","BlueHorizon Airlines","Airline","United States","North America"
"886","440","2025-12-28","19","AeroPower Distribution Panel","Electrical Systems","40","8","31192.98","249543.84","BlueHorizon Airlines","Airline","United States","North America"
"1053","527","2025-04-26","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","3","43161.15","129483.45","BlueHorizon Airlines","Airline","United States","North America"
"1054","527","2025-04-26","4","AeroSense Air Data Computer","Avionics Systems","40","1","38734.24","38734.24","BlueHorizon Airlines","Airline","United States","North America"
"1055","527","2025-04-26","5","FlightGuard Terrain Awareness System","Avionics Systems","55","1","71372.20","71372.20","BlueHorizon Airlines","Airline","United States","North America"
"1166","582","2025-11-19","4","AeroSense Air Data Computer","Avionics Systems","40","1","37925.20","37925.20","BlueHorizon Airlines","Airline","United States","North America"
"1176","589","2025-12-01","1","AeroNav Flight Management Unit","Avionics Systems","60","2","84849.03","169698.06","BlueHorizon Airlines","Airline","United States","North America"
"1177","589","2025-12-01","3","Horizon Weather Radar Module","Avionics Systems","45","2","48693.84","97387.68","BlueHorizon Airlines","Airline","United States","North America"
"1178","589","2025-12-01","11","FlightCore Control Surface Actuator","Aircraft Components","50","2","36896.77","73793.54","BlueHorizon Airlines","Airline","United States","North America"
"1228","615","2026-07-18","20","NexaVolt Power Control Unit","Electrical Systems","35","10","28402.13","284021.30","BlueHorizon Airlines","Airline","United States","North America"
"1245","624","2026-09-20","3","Horizon Weather Radar Module","Avionics Systems","45","1","47696.25","47696.25","BlueHorizon Airlines","Airline","United States","North America"
"1370","687","2026-04-16","1","AeroNav Flight Management Unit","Avionics Systems","60","1","86516.02","86516.02","BlueHorizon Airlines","Airline","United States","North America"
"1410","708","2026-12-09","4","AeroSense Air Data Computer","Avionics Systems","40","3","37178.21","111534.63","BlueHorizon Airlines","Airline","United States","North America"
"1411","708","2026-12-09","1","AeroNav Flight Management Unit","Avionics Systems","60","3","84799.78","254399.34","BlueHorizon Airlines","Airline","United States","North America"
"1424","715","2025-03-16","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","1","41393.94","41393.94","BlueHorizon Airlines","Airline","United States","North America"
"1425","716","2025-08-09","9","SkyFrame Structural Support Panel","Aircraft Components","40","4","24239.88","96959.52","BlueHorizon Airlines","Airline","United States","North America"
"1485","746","2026-02-24","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","18","10954.68","197184.24","BlueHorizon Airlines","Airline","United States","North America"
"1486","746","2026-02-24","9","SkyFrame Structural Support Panel","Aircraft Components","40","4","23657.47","94629.88","BlueHorizon Airlines","Airline","United States","North America"
"1487","746","2026-02-24","3","Horizon Weather Radar Module","Avionics Systems","45","2","47779.94","95559.88","BlueHorizon Airlines","Airline","United States","North America"
"1494","751","2025-04-06","11","FlightCore Control Surface Actuator","Aircraft Components","50","3","35414.43","106243.29","BlueHorizon Airlines","Airline","United States","North America"
"1495","751","2025-04-06","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","94575.33","283725.99","BlueHorizon Airlines","Airline","United States","North America"
"1496","751","2025-04-06","25","NexaSeat Passenger Seat Module","Cabin Systems","30","10","8322.60","83226.00","BlueHorizon Airlines","Airline","United States","North America"
"1527","766","2025-06-28","19","AeroPower Distribution Panel","Electrical Systems","40","3","32204.94","96614.82","BlueHorizon Airlines","Airline","United States","North America"
"1537","772","2025-03-18","1","AeroNav Flight Management Unit","Avionics Systems","60","3","83522.36","250567.08","BlueHorizon Airlines","Airline","United States","North America"
"1538","772","2025-03-18","9","SkyFrame Structural Support Panel","Aircraft Components","40","6","23374.98","140249.88","BlueHorizon Airlines","Airline","United States","North America"
"1567","785","2025-08-13","11","FlightCore Control Surface Actuator","Aircraft Components","50","3","36717.24","110151.72","BlueHorizon Airlines","Airline","United States","North America"
"1568","785","2025-08-13","19","AeroPower Distribution Panel","Electrical Systems","40","2","31421.23","62842.46","BlueHorizon Airlines","Airline","United States","North America"
"1576","791","2026-08-29","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","4","42287.58","169150.32","BlueHorizon Airlines","Airline","United States","North America"
"1577","791","2026-08-29","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","13","11179.80","145337.40","BlueHorizon Airlines","Airline","United States","North America"
"1607","806","2026-08-05","8","NexaGear Landing Gear Actuator","Aircraft Components","70","2","67096.06","134192.12","BlueHorizon Airlines","Airline","United States","North America"
"1736","869","2026-01-31","25","NexaSeat Passenger Seat Module","Cabin Systems","30","24","8519.01","204456.24","BlueHorizon Airlines","Airline","United States","North America"
"1737","869","2026-01-31","1","AeroNav Flight Management Unit","Avionics Systems","60","3","82566.88","247700.64","BlueHorizon Airlines","Airline","United States","North America"
"1827","919","2025-01-21","9","SkyFrame Structural Support Panel","Aircraft Components","40","6","24497.26","146983.56","BlueHorizon Airlines","Airline","United States","North America"
"1913","958","2026-11-01","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","2","43001.04","86002.08","BlueHorizon Airlines","Airline","United States","North America"
"1971","991","2026-07-09","1","AeroNav Flight Management Unit","Avionics Systems","60","3","87205.92","261617.76","BlueHorizon Airlines","Airline","United States","North America"
"1972","991","2026-07-09","9","SkyFrame Structural Support Panel","Aircraft Components","40","1","24126.37","24126.37","BlueHorizon Airlines","Airline","United States","North America"
"2030","1024","2025-12-06","4","AeroSense Air Data Computer","Avionics Systems","40","1","38850.37","38850.37","BlueHorizon Airlines","Airline","United States","North America"
"2031","1024","2025-12-06","1","AeroNav Flight Management Unit","Avionics Systems","60","2","86579.03","173158.06","BlueHorizon Airlines","Airline","United States","North America"
"2036","1027","2025-11-20","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","2","18858.12","37716.24","BlueHorizon Airlines","Airline","United States","North America"
"2037","1027","2025-11-20","20","NexaVolt Power Control Unit","Electrical Systems","35","5","27457.88","137289.40","BlueHorizon Airlines","Airline","United States","North America"
"2041","1029","2026-08-23","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","30","11165.03","334950.90","BlueHorizon Airlines","Airline","United States","North America"
"2045","1032","2026-11-08","20","NexaVolt Power Control Unit","Electrical Systems","35","3","28290.69","84872.07","BlueHorizon Airlines","Airline","United States","North America"
"2149","1080","2026-02-25","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","72370.82","217112.46","BlueHorizon Airlines","Airline","United States","North America"
"2150","1080","2026-02-25","1","AeroNav Flight Management Unit","Avionics Systems","60","1","82695.94","82695.94","BlueHorizon Airlines","Airline","United States","North America"
"2238","1120","2026-11-22","5","FlightGuard Terrain Awareness System","Avionics Systems","55","2","72927.02","145854.04","BlueHorizon Airlines","Airline","United States","North America"
"2239","1120","2026-11-22","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","2","28380.91","56761.82","BlueHorizon Airlines","Airline","United States","North America"
"2240","1120","2026-11-22","4","AeroSense Air Data Computer","Avionics Systems","40","1","38199.23","38199.23","BlueHorizon Airlines","Airline","United States","North America"
"2245","1123","2026-06-15","20","NexaVolt Power Control Unit","Electrical Systems","35","4","27864.28","111457.12","BlueHorizon Airlines","Airline","United States","North America"
"2246","1123","2026-06-15","5","FlightGuard Terrain Awareness System","Avionics Systems","55","1","69993.13","69993.13","BlueHorizon Airlines","Airline","United States","North America"
"2247","1123","2026-06-15","11","FlightCore Control Surface Actuator","Aircraft Components","50","4","35134.31","140537.24","BlueHorizon Airlines","Airline","United States","North America"
"2288","1147","2026-07-08","26","AeroCabin LED Lighting System","Cabin Systems","20","17","6240.15","106082.55","BlueHorizon Airlines","Airline","United States","North America"
"2289","1147","2026-07-08","20","NexaVolt Power Control Unit","Electrical Systems","35","5","28479.51","142397.55","BlueHorizon Airlines","Airline","United States","North America"
"2290","1147","2026-07-08","15","NexaTurbine Nozzle Assembly","Engine Components","110","3","172574.66","517723.98","BlueHorizon Airlines","Airline","United States","North America"
"2317","1161","2026-08-05","8","NexaGear Landing Gear Actuator","Aircraft Components","70","3","67644.52","202933.56","BlueHorizon Airlines","Airline","United States","North America"
"2353","1184","2025-06-24","28","FlightPanel Interior Control Module","Cabin Systems","25","9","7660.17","68941.53","BlueHorizon Airlines","Airline","United States","North America"
"2354","1184","2025-06-24","1","AeroNav Flight Management Unit","Avionics Systems","60","3","86934.54","260803.62","BlueHorizon Airlines","Airline","United States","North America"
"2392","1204","2026-07-02","4","AeroSense Air Data Computer","Avionics Systems","40","2","37369.48","74738.96","BlueHorizon Airlines","Airline","United States","North America"
"2396","1206","2025-06-04","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","6","41311.28","247867.68","BlueHorizon Airlines","Airline","United States","North America"
"2397","1206","2025-06-04","4","AeroSense Air Data Computer","Avionics Systems","40","1","37832.99","37832.99","BlueHorizon Airlines","Airline","United States","North America"
"2503","1263","2025-11-19","19","AeroPower Distribution Panel","Electrical Systems","40","4","32182.44","128729.76","BlueHorizon Airlines","Airline","United States","North America"
"2512","1270","2025-11-04","19","AeroPower Distribution Panel","Electrical Systems","40","5","32682.21","163411.05","BlueHorizon Airlines","Airline","United States","North America"
"2513","1270","2025-11-04","11","FlightCore Control Surface Actuator","Aircraft Components","50","5","35535.25","177676.25","BlueHorizon Airlines","Airline","United States","North America"
"2514","1270","2025-11-04","24","PowerLink Generator Control Unit","Electrical Systems","50","5","46703.95","233519.75","BlueHorizon Airlines","Airline","United States","North America"
"2559","1296","2026-11-16","3","Horizon Weather Radar Module","Avionics Systems","45","1","48734.35","48734.35","BlueHorizon Airlines","Airline","United States","North America"
"2560","1297","2026-06-24","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","97472.81","292418.43","BlueHorizon Airlines","Airline","United States","North America"
"2561","1297","2026-06-24","9","SkyFrame Structural Support Panel","Aircraft Components","40","4","23527.83","94111.32","BlueHorizon Airlines","Airline","United States","North America"
"2562","1297","2026-06-24","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","29662.61","88987.83","BlueHorizon Airlines","Airline","United States","North America"
"2579","1306","2025-06-10","24","PowerLink Generator Control Unit","Electrical Systems","50","7","44648.49","312539.43","BlueHorizon Airlines","Airline","United States","North America"
"2659","1347","2026-01-25","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","6","18245.90","109475.40","BlueHorizon Airlines","Airline","United States","North America"
"2684","1360","2025-03-31","26","AeroCabin LED Lighting System","Cabin Systems","20","18","6235.96","112247.28","BlueHorizon Airlines","Airline","United States","North America"
"2685","1360","2025-03-31","8","NexaGear Landing Gear Actuator","Aircraft Components","70","2","67830.80","135661.60","BlueHorizon Airlines","Airline","United States","North America"
"2686","1360","2025-03-31","2","SkyLink Communication Control Unit","Avionics Systems","50","3","63523.24","190569.72","BlueHorizon Airlines","Airline","United States","North America"
"2896","1473","2025-09-21","4","AeroSense Air Data Computer","Avionics Systems","40","3","37911.30","113733.90","BlueHorizon Airlines","Airline","United States","North America"
"2897","1473","2025-09-21","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","1","18885.44","18885.44","BlueHorizon Airlines","Airline","United States","North America"
"2898","1473","2025-09-21","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","4","10040.49","40161.96","BlueHorizon Airlines","Airline","United States","North America"
"2966","1507","2025-04-16","2","SkyLink Communication Control Unit","Avionics Systems","50","1","60988.16","60988.16","BlueHorizon Airlines","Airline","United States","North America"
"2967","1507","2025-04-16","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","2","9527.12","19054.24","BlueHorizon Airlines","Airline","United States","North America"
"2968","1507","2025-04-16","28","FlightPanel Interior Control Module","Cabin Systems","25","15","7645.76","114686.40","BlueHorizon Airlines","Airline","United States","North America"
"2998","1522","2025-07-17","24","PowerLink Generator Control Unit","Electrical Systems","50","5","44896.41","224482.05","BlueHorizon Airlines","Airline","United States","North America"
"3002","1525","2025-01-17","3","Horizon Weather Radar Module","Avionics Systems","45","3","48927.84","146783.52","BlueHorizon Airlines","Airline","United States","North America"
"3003","1525","2025-01-17","4","AeroSense Air Data Computer","Avionics Systems","40","2","39098.63","78197.26","BlueHorizon Airlines","Airline","United States","North America"
"3004","1525","2025-01-17","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","1","41524.64","41524.64","BlueHorizon Airlines","Airline","United States","North America"
"3014","1530","2026-09-26","25","NexaSeat Passenger Seat Module","Cabin Systems","30","29","8749.73","253742.17","BlueHorizon Airlines","Airline","United States","North America"
"3015","1530","2026-09-26","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","28","11235.11","314583.08","BlueHorizon Airlines","Airline","United States","North America"
"3016","1530","2026-09-26","13","TurbineCore Compressor Blade Set","Engine Components","90","1","144408.46","144408.46","BlueHorizon Airlines","Airline","United States","North America"
"3037","1540","2026-08-19","4","AeroSense Air Data Computer","Avionics Systems","40","2","37516.19","75032.38","BlueHorizon Airlines","Airline","United States","North America"
"3038","1540","2026-08-19","20","NexaVolt Power Control Unit","Electrical Systems","35","4","28060.50","112242.00","BlueHorizon Airlines","Airline","United States","North America"
"3039","1540","2026-08-19","2","SkyLink Communication Control Unit","Avionics Systems","50","1","63006.82","63006.82","BlueHorizon Airlines","Airline","United States","North America"
"3068","1556","2026-04-10","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","96115.81","288347.43","BlueHorizon Airlines","Airline","United States","North America"
"3069","1556","2026-04-10","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","3","18589.09","55767.27","BlueHorizon Airlines","Airline","United States","North America"
"3100","1575","2025-02-15","25","NexaSeat Passenger Seat Module","Cabin Systems","30","29","8350.94","242177.26","BlueHorizon Airlines","Airline","United States","North America"
"3101","1576","2026-06-01","8","NexaGear Landing Gear Actuator","Aircraft Components","70","5","66372.20","331861.00","BlueHorizon Airlines","Airline","United States","North America"
"3102","1576","2026-06-01","2","SkyLink Communication Control Unit","Avionics Systems","50","2","60815.31","121630.62","BlueHorizon Airlines","Airline","United States","North America"
"3103","1576","2026-06-01","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","2","41138.98","82277.96","BlueHorizon Airlines","Airline","United States","North America"
"3170","1606","2025-03-06","25","NexaSeat Passenger Seat Module","Cabin Systems","30","28","8737.06","244637.68","BlueHorizon Airlines","Airline","United States","North America"
"3171","1606","2025-03-06","30","NexaSound Cabin Communication Panel","Cabin Systems","30","6","14279.41","85676.46","BlueHorizon Airlines","Airline","United States","North America"
"3188","1616","2025-04-30","6","NexaVision Cockpit Display Unit","Avionics Systems","65","2","93869.49","187738.98","BlueHorizon Airlines","Airline","United States","North America"
"3190","1618","2026-12-26","6","NexaVision Cockpit Display Unit","Avionics Systems","65","1","92828.13","92828.13","BlueHorizon Airlines","Airline","United States","North America"
"3191","1618","2026-12-26","1","AeroNav Flight Management Unit","Avionics Systems","60","1","86070.93","86070.93","BlueHorizon Airlines","Airline","United States","North America"
"21","10","2025-03-22","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","74012.11","222036.33","MapleWing Aviation","Airline","Canada","North America"
"36","18","2025-08-23","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","26","11086.54","288250.04","MapleWing Aviation","Airline","Canada","North America"
"69","34","2026-07-10","4","AeroSense Air Data Computer","Avionics Systems","40","3","38039.55","114118.65","MapleWing Aviation","Airline","Canada","North America"
"70","34","2026-07-10","1","AeroNav Flight Management Unit","Avionics Systems","60","2","85948.93","171897.86","MapleWing Aviation","Airline","Canada","North America"
"72","36","2026-06-05","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","6","18449.71","110698.26","MapleWing Aviation","Airline","Canada","North America"
"202","100","2025-08-08","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","93608.80","280826.40","MapleWing Aviation","Airline","Canada","North America"
"203","100","2025-08-08","25","NexaSeat Passenger Seat Module","Cabin Systems","30","15","8463.02","126945.30","MapleWing Aviation","Airline","Canada","North America"
"204","100","2025-08-08","11","FlightCore Control Surface Actuator","Aircraft Components","50","5","36516.28","182581.40","MapleWing Aviation","Airline","Canada","North America"
"245","122","2025-07-23","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","1","43182.49","43182.49","MapleWing Aviation","Airline","Canada","North America"
"246","122","2025-07-23","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","6","29028.70","174172.20","MapleWing Aviation","Airline","Canada","North America"
"310","156","2025-11-08","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","6","42248.09","253488.54","MapleWing Aviation","Airline","Canada","North America"
"311","156","2025-11-08","4","AeroSense Air Data Computer","Avionics Systems","40","2","38734.71","77469.42","MapleWing Aviation","Airline","Canada","North America"
"312","156","2025-11-08","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","4","28397.40","113589.60","MapleWing Aviation","Airline","Canada","North America"
"339","168","2025-05-26","9","SkyFrame Structural Support Panel","Aircraft Components","40","2","24496.40","48992.80","MapleWing Aviation","Airline","Canada","North America"
"340","168","2025-05-26","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","16","4833.52","77336.32","MapleWing Aviation","Airline","Canada","North America"
"341","168","2025-05-26","20","NexaVolt Power Control Unit","Electrical Systems","35","7","28552.19","199865.33","MapleWing Aviation","Airline","Canada","North America"
"351","173","2025-01-27","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","2","18967.60","37935.20","MapleWing Aviation","Airline","Canada","North America"
"352","173","2025-01-27","6","NexaVision Cockpit Display Unit","Avionics Systems","65","2","95646.49","191292.98","MapleWing Aviation","Airline","Canada","North America"
"516","256","2025-07-30","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","7","10773.12","75411.84","MapleWing Aviation","Airline","Canada","North America"
"517","256","2025-07-30","22","FlightCell Backup Battery Unit","Electrical Systems","30","7","12714.60","89002.20","MapleWing Aviation","Airline","Canada","North America"
"542","267","2025-02-01","8","NexaGear Landing Gear Actuator","Aircraft Components","70","6","69022.25","414133.50","MapleWing Aviation","Airline","Canada","North America"
"543","267","2025-02-01","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","2","42726.43","85452.86","MapleWing Aviation","Airline","Canada","North America"
"546","269","2026-03-31","1","AeroNav Flight Management Unit","Avionics Systems","60","2","84858.67","169717.34","MapleWing Aviation","Airline","Canada","North America"
"547","270","2025-06-01","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","4","41728.42","166913.68","MapleWing Aviation","Airline","Canada","North America"
