order_item_id,order_id,product_id,quantity,unit_price
209,103,17,2,204447.39
210,104,21,10,14882.5
211,105,2,3,60415.24
212,105,18,2,77478.86
213,106,11,2,36133.57
214,107,5,3,73135.24
215,107,6,2,96080.55
216,108,19,7,32877.82
217,109,28,28,7673.06
218,109,4,1,37910.63
219,110,6,2,93605.54
220,110,19,4,31268.85
221,111,10,1,18868.16
222,111,5,2,69909.99
223,112,17,2,213655.73
224,112,11,3,36290.25
225,113,1,3,86431.0
226,113,11,1,36159.68
227,113,8,1,69089.83
228,114,28,19,7675.21
229,114,14,3,116799.44
230,115,21,9,15024.94
231,116,22,2,12426.1
232,116,5,2,69921.53
233,116,4,1,37450.18
234,117,9,5,23939.16
235,118,5,2,73698.81
236,118,23,4,9617.04
237,118,3,1,46850.58
238,119,19,4,32076.95
239,119,15,2,179498.89
240,119,21,6,14696.96
241,120,2,2,60241.54
242,120,28,8,7650.37
243,121,6,3,93338.93
244,121,4,2,37312.89
245,122,7,1,43182.49
246,122,12,6,29028.7
247,123,19,9,32462.03
248,124,21,8,14721.88
249,124,17,2,209722.53
250,125,4,1,36876.54
251,125,28,8,7434.61
252,125,25,18,8727.43
253,126,12,1,29261.75
254,126,28,5,7703.09
255,126,6,2,92408.61
256,127,1,1,85094.97
257,128,19,2,32184.71
258,129,30,14,14388.38
259,130,28,10,7353.59
260,130,8,6,69262.42
261,131,1,1,82602.9
262,131,5,3,71452.16
263,131,29,15,10688.8
264,132,10,1,18760.8
265,133,25,22,8437.29
266,134,20,4,27328.19
267,134,8,1,67673.12
268,134,4,2,39102.08
269,135,11,6,34921.56
270,135,9,2,23744.94
271,135,7,4,41981.86
272,136,2,3,60622.88
273,136,26,26,6044.57
274,136,5,2,73671.49
275,137,3,1,48662.49
276,138,10,6,18600.77
277,138,9,2,23752.24
278,139,23,2,9945.79
279,139,19,5,32920.7
280,140,1,1,83275.61
281,141,4,2,38815.51
282,141,6,2,94726.99
283,142,9,5,23913.4
284,143,5,2,71296.94
285,143,27,15,4888.41
286,143,11,4,36352.62
287,144,29,13,10711.66
288,144,12,1,29808.67
289,144,2,2,63227.89
290,145,9,2,24537.56
291,146,11,1,37007.19
292,146,14,2,120265.79
293,147,6,1,96572.69
294,147,3,3,48290.7
295,147,1,3,84299.55
296,148,23,4,9726.19
297,149,24,5,46947.34
298,150,5,2,73547.84
299,150,4,2,37748.68
300,150,10,4,18464.48
301,151,21,2,14617.38
302,152,9,2,24609.2
303,152,19,2,32489.93
304,152,4,1,38603.27
305,153,8,6,67669.56
306,154,3,1,47211.76
307,154,26,17,6059.93
308,154,24,4,45188.09
309,155,21,2,15123.08
310,156,7,6,42248.09
311,156,4,2,38734.71
312,156,12,4,28397.4
313,157,9,1,23829.36
314,157,25,25,8482.93
315,157,11,3,35405.21
316,158,6,3,97620.49
317,159,6,2,96919.24
318,159,16,1,133093.43
319,160,30,13,14852.12
320,160,21,8,15150.28
321,161,13,1,141529.84
322,161,26,23,6198.13
323,162,9,1,24716.12
324,162,28,22,7547.99
325,162,12,5,29644.48
326,163,11,1,36195.14
327,163,19,3,31265.55
328,163,22,8,12736.46
329,164,21,9,15317.01
330,164,11,1,36950.83
331,164,30,28,14741.54
332,165,26,23,6081.23
333,165,21,3,14813.05
334,165,7,6,41890.69
335,166,12,3,28743.14
336,166,15,2,177978.95
337,167,12,3,29467.38
338,167,5,3,72640.6
339,168,9,2,24496.4
340,168,27,16,4833.52
341,168,20,7,28552.19
342,169,25,25,8452.09
343,170,8,4,66784.77
344,170,28,16,7426.65
345,170,10,2,19009.83
346,171,2,3,61295.16
347,171,12,5,28645.39
348,172,10,5,18717.16
349,172,1,3,85499.64
350,172,28,13,7340.59
351,173,10,2,18967.6
352,173,6,2,95646.49
353,174,8,4,69330.63
354,175,12,3,28175.86
355,176,26,12,6339.55
356,177,20,4,27180.86
357,177,1,3,84914.69
358,178,11,5,35335.24
359,178,5,3,71566.34
360,179,28,28,7392.67
361,179,21,6,14938.18
362,179,8,3,68164.71
363,180,14,2,120548.41
364,181,5,3,70396.26
365,181,17,3,209694.3
366,181,11,2,36475.43
367,182,23,5,9779.59
368,182,7,4,42299.39
369,182,11,1,36978.83
370,183,4,3,38342.63
371,184,12,2,28240.97
372,184,9,5,23642.9
373,185,5,2,71701.19
374,185,20,8,27521.54
375,185,11,6,36377.28
376,186,5,2,70463.09
377,186,12,5,28677.16
378,187,13,3,147213.86
379,188,1,3,82774.51
380,188,8,6,66754.05
381,188,14,1,114668.77
382,189,21,3,14634.75
383,189,12,6,28804.16
384,190,10,2,18885.46
385,190,3,2,47070.94
386,191,28,7,7358.05
387,191,8,3,69981.39
388,192,4,1,38054.42
389,192,6,1,97747.46
390,192,3,1,47045.32
391,193,3,2,47442.04
392,193,29,23,10917.39
393,193,2,1,62507.71
394,194,2,2,60500.71
395,194,20,7,28124.29
396,195,20,10,27410.07
397,195,25,24,8264.77
398,196,25,30,8721.47
399,196,26,16,6268.09
400,196,8,1,67990.42
401,197,5,2,73891.37
402,197,29,17,11187.48
403,197,30,7,14359.36
404,198,4,1,38670.44
405,198,1,2,86585.63
406,199,23,3,10004.49
407,199,6,2,97347.64
408,199,12,5,29037.71
409,200,21,7,14671.93
410,200,22,8,12428.18
411,200,10,1,18490.28
412,201,11,4,35580.74
413,201,15,3,177088.47
414,202,26,7,6128.25
415,202,11,5,35294.45
416,202,7,5,40810.47
417,203,9,5,23355.51
418,203,28,28,7503.77
419,204,12,6,28207.81
420,205,2,1,62790.17
421,206,22,5,12553.36
422,207,4,1,38912.73
423,207,3,1,49164.66
424,207,21,4,15438.38
425,208,10,1,18118.08
426,209,6,2,97177.09
427,209,11,6,36785.69
428,209,20,6,27847.46
429,210,10,4,18253.68
430,211,28,13,7545.06
431,212,19,9,31287.47
432,212,20,3,27353.67
433,212,28,7,7357.51
434,213,6,2,97595.31
435,213,24,8,45406.07
436,214,5,2,70308.69
437,214,2,1,62203.67
438,215,5,1,71865.89
439,215,2,1,63239.11
440,216,6,1,93527.99
441,217,12,2,28899.12
442,217,24,10,46736.34
443,217,2,3,61322.67
444,218,2,2,63337.29
445,218,3,2,47890.66
446,218,25,17,8438.82
447,219,8,2,68519.03
448,219,11,1,36802.09
449,220,29,21,10859.95
450,221,3,1,46880.73
451,222,11,1,36256.15
452,223,21,7,14584.59
453,224,19,8,31046.57
454,225,29,8,11235.62
455,226,5,1,69925.51
456,226,28,23,7565.16
457,226,6,2,94713.13
458,227,4,3,37430.1
459,227,18,2,75904.83
460,227,28,22,7670.75
461,228,6,3,93143.81
462,229,14,2,119699.24
463,229,9,2,23341.28
464,230,23,5,10086.64
465,230,6,2,93336.18
466,231,10,4,18759.13
467,231,11,4,35705.29
468,232,20,10,27505.94
469,232,2,3,60863.92
470,233,23,7,10035.41
471,233,10,3,18659.84
472,233,2,2,60544.18
473,234,11,4,35029.91
474,234,5,1,72689.69
475,234,28,10,7699.44
476,235,22,4,12329.99
477,236,20,8,28126.12
478,236,26,18,6131.73
479,236,6,1,96496.94
480,237,11,5,36508.29
481,237,30,8,14749.66
482,238,1,2,86798.26
483,239,27,11,4870.15
484,239,15,1,173560.87
485,240,10,4,18320.87
486,240,3,1,48870.73
487,241,26,10,6168.45
488,242,28,10,7527.75
489,242,24,6,46524.3
490,242,25,26,8727.15
491,243,1,1,86939.18
492,243,10,2,18796.52
493,244,21,9,15076.4
494,244,1,2,87277.68
495,244,9,1,24556.55
496,245,5,2,72766.25
497,246,6,1,97630.98
498,247,1,2,85524.34
499,247,19,8,32944.07
500,248,26,21,6118.25
501,248,7,4,41542.79
502,249,2,3,61280.69
503,250,15,1,172614.78
504,250,17,3,204711.08
505,251,5,1,73013.65
506,251,4,1,38922.34
507,251,7,6,42433.2
508,252,9,5,24509.22
509,252,22,7,12224.26
510,252,10,5,18159.12
511,253,4,3,37053.33
512,253,21,10,15356.24
513,254,25,12,8282.95
514,255,5,1,73204.75
515,255,25,28,8251.86
516,256,29,7,10773.12
517,256,22,7,12714.6
518,257,19,4,31423.08
519,258,26,7,6281.19
520,258,4,3,37391.41
521,258,1,2,84084.07
522,259,2,3,63815.1
523,259,20,9,27643.95
524,259,19,9,31395.06
525,260,2,2,60675.28
526,261,8,6,66465.96
527,261,20,4,28585.68
528,261,21,4,14905.2
529,262,4,3,38320.56
530,262,3,2,48678.08
531,262,12,6,28567.9
532,263,1,2,84205.54
533,264,4,1,38396.8
534,264,28,5,7714.73
535,264,21,7,15178.27
536,265,19,6,32436.13
537,265,9,6,24447.79
538,265,10,4,18292.96
539,266,5,1,70024.46
540,266,10,4,18305.05
541,266,22,9,12776.51
542,267,8,6,69022.25
543,267,7,2,42726.43
544,268,18,1,75541.35
545,268,6,1,93010.92
546,269,1,2,84858.67
547,270,7,4,41728.42
548,270,12,3,28526.27
549,271,22,8,12451.33
550,271,28,26,7301.89
551,272,3,3,47932.9
552,273,5,2,73311.65
553,273,7,3,42331.4
554,274,24,8,46308.09
555,274,11,3,35656.77
556,275,26,16,6224.3
557,275,7,4,41672.42
558,276,3,3,47232.3
559,277,22,6,12541.25
560,277,9,6,23559.9
561,278,18,3,78148.38
562,279,23,5,9984.23
563,280,10,1,18292.94
564,281,8,5,67272.35
565,282,11,6,35494.58
566,282,8,3,68864.58
567,282,7,4,41361.4
568,283,3,3,47949.75
569,283,4,2,37965.11
570,283,11,2,36700.13
571,284,5,3,70359.97
572,284,24,5,46064.87
573,284,8,4,67685.8
574,285,2,1,61241.5
575,286,22,3,12401.47
576,287,10,5,18119.25
577,288,19,6,31915.41
578,288,5,2,71070.18
579,289,1,1,82717.36
580,289,10,3,18102.35
581,289,28,22,7286.46
582,290,22,4,12369.96
583,290,25,25,8389.28
584,291,19,10,31147.25
585,291,21,9,14607.49
586,291,2,1,62084.74
587,292,3,2,47533.9
588,292,7,4,41749.41
589,292,5,3,73251.63
590,293,1,1,84737.34
591,293,4,1,37405.53
592,293,23,2,9536.86
593,294,1,1,83566.9
594,294,3,1,48001.68
595,294,12,6,28818.71
596,295,22,2,12627.23
597,295,24,3,44730.76
598,295,8,2,68337.58
599,296,7,5,42961.75
600,297,26,17,6093.15
601,297,12,6,29213.66
602,297,3,3,47678.65
603,298,21,7,14726.2
604,299,12,3,28915.87
605,299,11,4,35361.91
606,300,1,3,87208.73
607,301,5,3,73068.22
608,302,23,6,9718.23
609,302,6,1,95381.03
610,302,27,11,4803.2
611,303,2,2,60907.63
612,303,28,28,7422.31
613,304,20,9,27966.69
614,304,12,2,28265.15
615,305,25,24,8270.51
616,306,25,14,8471.98
617,307,8,1,66178.43
618,307,2,2,62899.67
619,307,10,4,18670.52
620,308,19,6,31312.33
621,308,8,1,69711.18
622,309,13,2,142168.86
623,309,6,1,94744.89
624,309,30,22,14302.63
625,310,22,3,12673.58
626,311,4,3,37720.53
627,312,10,4,18139.28
628,313,7,6,40898.79
629,314,24,9,45179.45
630,314,6,2,97640.18
631,315,4,1,39130.51
632,316,28,22,7703.47
633,317,24,2,45410.79
634,317,3,2,48923.66
635,318,6,2,96289.33
636,318,9,6,24200.61
637,318,12,4,28777.47
638,319,20,9,28295.19
639,319,10,1,18613.39
640,320,9,6,23951.84
641,321,26,6,6141.76
642,321,27,24,4754.4
643,321,24,4,46969.03
644,322,2,3,61614.42
645,322,25,21,8522.44
646,322,11,1,35470.19
647,323,20,5,28309.14
648,323,23,3,9697.39
649,323,27,22,4925.84
650,324,22,5,12557.76
651,324,19,5,32269.7
652,324,12,2,29376.19
653,325,22,4,12811.88
654,325,21,5,15230.22
655,325,8,5,68564.05
656,326,1,2,83067.49
657,327,30,7,14123.31
658,328,16,2,133279.75
659,328,5,2,71322.49
660,329,4,3,38204.5
661,329,11,5,35010.45
662,330,16,2,130823.86
663,330,4,2,38576.65
664,331,11,5,36822.17
665,332,7,4,40837.45
666,332,8,4,66988.8
667,332,2,3,63229.94
668,333,28,17,7612.07
669,333,4,1,37596.15
670,333,12,4,28506.81
671,334,6,1,95532.55
672,334,19,10,31893.31
673,335,3,3,48187.34
674,335,29,25,11148.06
675,335,1,3,85085.36
676,336,27,10,4667.47
677,337,7,6,41130.09
678,337,26,20,6194.88
679,337,6,3,97310.84
680,338,2,1,61405.06
681,338,22,5,12660.37
682,339,25,8,8328.86
683,339,5,3,69942.29
684,339,12,4,28165.74
685,340,27,25,4812.52
686,340,7,3,41839.45
687,340,19,3,31207.51
688,341,10,5,18965.39
689,341,26,8,6022.97
690,341,2,3,60871.04
691,342,15,3,172511.57
692,342,6,1,95468.09
693,342,1,1,83482.48
694,343,6,2,92213.8
695,343,1,1,85125.27
696,344,7,3,42958.57
697,344,2,2,63120.56
698,345,22,9,12285.59
699,346,12,6,29072.04
700,347,2,3,60680.9
701,348,7,5,41155.13
702,349,24,7,47207.8
703,349,28,6,7613.57
704,349,3,2,46639.68
705,350,21,8,14954.85
706,350,26,28,6351.59
707,350,11,4,36315.45
708,351,5,3,71082.55
709,351,22,2,12437.99
710,351,12,2,29474.88
711,352,10,3,18460.6
712,353,11,5,35626.51
713,353,10,5,18486.44
714,354,11,6,36227.24
715,354,23,4,9781.96
716,354,4,2,38074.65
717,355,21,6,15390.74
718,355,29,21,10820.38
719,355,27,12,4819.01
720,356,14,2,118125.12
721,356,9,5,23890.34
722,357,5,1,73305.7
723,357,20,7,28357.2
724,357,8,4,68333.54
725,358,6,2,95789.99
726,359,12,3,28448.56
727,360,27,12,4768.79
728,360,23,9,9822.0
729,360,5,1,70930.95
730,361,28,5,7304.95
731,361,27,20,4786.97
732,362,9,5,24097.13
733,362,1,2,85653.37
734,362,7,4,41841.67
735,363,2,1,61484.17
736,363,25,6,8677.06
737,364,5,2,70390.46
738,364,4,1,36951.06
739,365,7,1,41590.77
740,365,21,6,14936.82
741,365,5,3,72305.07
742,366,27,12,4699.69
743,366,9,2,23527.45
744,367,5,1,73963.32
745,367,6,2,96764.44
746,368,4,1,37411.82
747,369,2,1,61179.63
748,369,4,2,38181.57
749,369,10,4,18181.86
750,370,28,27,7474.86
751,371,22,8,12142.27
752,372,6,2,94638.91
753,372,27,15,4661.97
754,373,22,5,12404.72
755,373,24,8,45084.73
756,373,8,3,67401.32
757,374,3,1,47652.8
758,374,25,26,8721.99
759,375,19,9,32409.09
760,376,9,3,23828.6
761,377,10,4,18044.3
762,377,2,2,61503.73
763,378,8,2,69442.88
764,378,23,10,9982.36
765,379,15,1,177737.46
766,380,20,3,28193.96
767,381,1,3,87203.25
768,381,9,2,24516.24
769,381,3,1,47739.26
770,382,8,1,68493.45
771,383,24,4,45415.55
772,383,10,2,18207.23
773,383,26,24,6279.06
774,384,21,4,15030.56
775,385,9,6,23537.65
776,385,8,2,69170.59
777,386,27,21,4890.23
778,386,7,4,41080.07
779,387,8,2,69475.69
780,388,9,4,23633.94
781,388,1,3,83715.9
782,389,19,3,32927.08
783,389,3,2,48083.21
784,389,10,5,18546.03
785,390,28,25,7699.48
786,390,11,5,36471.65
787,391,9,5,24629.09
788,391,4,1,38695.03
789,391,6,2,96949.09
790,392,22,8,12406.96
791,393,4,1,38570.71
792,393,2,2,63358.53
793,394,3,2,47264.14
794,394,2,2,61080.86
795,394,12,4,28776.53
796,395,10,1,18217.36
797,396,25,14,8435.76
798,397,10,6,18913.05
799,397,3,2,48924.75
800,398,10,1,18336.26
801,398,5,1,69887.76
802,398,6,2,92491.36
803,399,5,2,69944.28
804,399,11,4,35669.36
805,399,9,1,24433.76
806,400,4,2,37848.17
807,400,12,5,29397.88
808,400,7,2,43091.03
809,401,12,4,29402.72
810,401,20,4,28440.34
811,402,4,2,37759.23
812,403,1,1,83441.92
813,404,2,2,62175.05
814,404,3,1,49414.16
815,404,1,2,86158.91
816,405,2,3,61975.75
817,406,21,7,15315.53
818,407,11,6,35634.1
819,407,23,4,9898.64
820,408,12,3,29532.77
821,408,20,5,28529.09
822,408,9,3,24633.51
823,409,12,4,28219.24
824,409,9,1,24466.66
825,410,2,1,61867.37
826,410,1,3,85215.27
827,410,12,4,28859.57
828,411,2,1,62457.78
829,411,30,7,14739.22
830,412,10,2,18404.79
831,413,9,1,23723.53
832,414,28,17,7539.79
833,414,8,3,66952.4
834,415,11,3,36201.84
835,416,1,3,82493.3
836,417,7,6,42372.88
837,417,13,2,142194.89
838,417,3,3,48534.71
839,418,11,1,35007.33
840,418,27,8,4667.22
841,418,7,5,40740.54
842,419,22,9,12205.65
843,420,5,1,73433.39
844,420,1,2,85541.46
845,420,2,2,62396.12
846,421,4,2,38376.22
847,421,22,7,12838.78
848,421,12,6,29547.47
849,422,26,30,6380.27
850,422,9,2,23626.58
851,423,19,3,31152.8
852,424,4,1,37200.47
853,425,3,3,47481.46
854,426,22,8,12216.96
855,427,24,10,46633.09
856,427,12,2,29688.33
857,427,21,4,14901.71
858,428,1,2,84436.75
859,428,28,26,7709.95
860,429,28,9,7642.1
861,429,24,8,46437.2
862,429,17,3,206017.92
863,430,16,1,131896.2
864,431,2,1,62047.56
865,431,9,2,24317.93
866,432,1,3,84289.71
867,432,11,3,35648.31
868,433,11,2,35375.89
869,434,24,10,45374.71
870,434,11,5,36242.92
871,435,6,1,94743.23
872,435,23,6,9822.81
873,435,19,6,31678.6
874,436,7,4,42830.47
875,436,11,5,36155.3
876,437,26,19,6112.47
877,437,25,12,8585.9
878,438,3,1,48088.54
879,438,5,1,71554.95
880,438,7,3,42088.85
881,439,25,21,8687.96
882,439,24,6,46742.17
883,439,22,5,12525.57
884,440,1,1,87170.71
885,440,12,3,28438.39
886,440,19,8,31192.98
887,441,4,1,37086.77
888,441,30,13,14212.05
889,441,3,2,47026.16
890,442,2,2,60503.09
891,442,27,22,4855.17
892,443,2,1,63313.27
893,443,3,1,48802.55
894,443,21,4,14652.03
895,444,11,5,35925.04
896,444,6,3,93736.31
897,445,7,3,41184.52
898,446,9,6,23306.25
899,447,25,7,8327.77
900,447,11,6,36075.19
901,447,9,1,23769.86
902,448,22,3,12730.46
903,448,23,5,9604.5
904,449,23,3,10079.97
905,449,22,10,12703.13
906,449,12,3,28476.46
907,450,2,1,62263.89
908,451,15,3,173306.62
909,452,27,19,4680.54
910,452,30,21,14553.43
911,452,2,2,61978.96
912,453,21,3,15112.45
913,453,6,2,93552.41
914,453,10,3,17988.22
915,454,3,3,49336.54
916,455,22,4,12335.5
917,456,17,2,204646.41
918,456,9,4,23312.73
919,457,12,1,29642.94
920,457,29,24,11232.04
921,458,3,2,47476.74
922,458,6,1,95468.7
923,459,3,2,48983.43
924,460,19,10,32835.6
925,460,29,14,11268.17
926,460,20,8,28423.87
927,461,10,1,18675.27
928,462,20,3,27318.45
929,462,25,8,8699.62
930,463,9,4,24060.43
931,464,5,1,70194.28
932,464,6,3,97090.15
933,465,28,11,7602.94
934,465,6,3,95055.2
935,465,13,3,145199.88
936,466,12,2,28987.22
937,466,4,1,38258.23
938,467,5,2,71327.24
939,467,11,4,36887.21
940,468,5,1,72893.83
941,468,6,2,92158.28
942,469,8,6,66991.98
943,470,12,5,28338.76
944,471,6,1,93465.88
945,471,1,3,82818.22
946,471,8,3,69874.35
947,472,2,3,60552.08
948,472,22,3,12381.02
949,472,8,6,68603.69
950,473,27,18,4765.07
951,474,22,5,12768.32
952,474,4,2,37288.64
953,474,20,9,27981.37
954,475,9,1,23903.94
955,475,1,3,84789.61
956,476,1,2,83167.56
957,476,5,1,71884.37
958,477,4,2,37551.29
959,477,2,3,63353.51
960,477,28,13,7347.21
961,478,8,1,69146.51
962,479,8,5,68039.57
963,479,25,13,8612.83
964,479,7,3,42912.25
965,480,24,8,44676.03
966,480,7,2,43004.91
967,480,2,3,63604.7
968,481,11,2,36275.44
969,481,13,1,148990.01
970,481,12,4,29118.23
971,482,8,1,68949.09
972,483,21,6,15077.57
973,483,24,7,44885.21
974,483,8,2,67284.84
975,484,8,5,67320.39
976,484,5,1,72819.63
977,485,8,2,67635.8
978,486,4,3,39130.78
979,487,5,2,72943.62
980,488,20,7,27322.72
981,489,5,2,70359.6
982,489,6,2,97240.69
983,490,8,5,66444.62
984,491,23,5,9531.97
985,491,24,4,46434.14
986,492,22,5,12721.79
987,492,25,7,8501.89
988,492,5,2,69840.4
989,493,9,4,24081.05
990,493,6,1,97740.02
991,493,10,2,18136.0
992,494,1,3,83364.9
993,495,3,2,46736.47
994,496,2,1,60578.5
995,496,26,16,6247.29
996,497,28,9,7584.56
997,497,26,20,6154.65
998,498,11,2,36398.39
999,499,2,1,60412.35
1000,499,10,2,18721.65
1001,500,5,3,72237.59
1002,501,11,5,37046.32
1003,501,26,24,6212.22
1004,501,10,4,18136.07
1005,502,3,3,47176.74
1006,502,19,5,31819.17
1007,503,22,3,12781.04
1008,503,6,1,97284.74
1009,504,23,3,9835.32
1010,505,29,27,11156.82
1011,505,5,1,72168.59
1012,506,20,2,28014.14
1013,507,7,2,42098.29
1014,507,5,3,70244.08
1015,507,6,1,96870.23
1016,508,8,2,69235.71
1017,509,19,10,31323.82
1018,510,6,3,95266.34
1019,510,21,9,14698.17
1020,511,15,1,170097.61
1021,511,1,3,85973.51
1022,512,3,1,48741.77
1023,512,29,7,10724.54
1024,512,1,2,86446.61
1025,513,19,2,32420.91
1026,513,15,2,176807.87
1027,513,24,6,46696.98
1028,514,5,1,72433.5
1029,514,10,3,18490.16
1030,515,3,3,48350.37
1031,516,10,1,18507.93
1032,517,5,1,69852.08
1033,517,2,2,61424.71
1034,518,6,3,93717.95
1035,518,4,3,37140.31
1036,519,3,3,47216.19
1037,519,12,1,28767.21
1038,520,22,2,12539.41
1039,521,19,8,31439.2
1040,522,23,10,9776.49
1041,522,7,5,42702.11
1042,523,1,1,83815.83
1043,523,2,2,61080.47
1044,523,11,5,36515.17
1045,524,21,4,15042.73
1046,524,8,5,66750.93
1047,525,23,3,9741.03
1048,525,6,1,92956.56
1049,525,12,3,29393.22
1050,526,12,6,29401.16
1051,526,8,1,66950.28
1052,526,9,3,24320.04
1053,527,7,3,43161.15
1054,527,4,1,38734.24
1055,527,5,1,71372.2
1056,528,19,4,31814.3
1057,528,6,2,94087.61
1058,529,2,3,60226.54
1059,529,5,2,71616.35
1060,529,4,3,38172.62
1061,530,7,2,42581.57
1062,530,12,6,29001.69
1063,530,3,2,48649.42
1064,531,12,1,29302.2
1065,532,6,3,92477.88
1066,532,26,11,6354.93
1067,533,15,1,178449.52
1068,534,12,1,28816.81
